% PhoeniX Technologies Incorporated
% Generated from C:\Users\firstadmin\Documents\RP_VisualEyez\project1.vzp | 7_13_15_11_wheel_3legged
%
% Exported on                                    13-Jul-18 3:22:46 PM
% Capture Time                                   13-Jul-18 2:06:41 PM
%
% Total Frames Captured                          9734
% Frames Rate                                    38.462
% Total Markers Used                             12
%
% System settings
%
%  Data Source Selection
%      COMM Port(RS232)                           7 
%  TCM Control Mode Settings
%      Use Wireless Operation
%  Data Unit                                     m
%  Coordinate Reference Frame
%      Coordinate Transformation Matrix(D.H.):
%          1.0000  0.0000  0.0000  0000.00
%          0.0000  1.0000  0.0000  0000.00
%          0.0000  0.0000  1.0000  0000.00
%          0.0000  0.0000  0.0000  0001.00
%     Translation:
%          X                                      0 
%          Y                                      0 
%          Z                                      0 
%     Rotation:
%          Yaw                                    0 
%          Pitch                                  0 
%          Roll                                   0 
%     Scaling:
%          X                                      1 
%          Y                                      1 
%          Z                                      1 
%  Operating Options
%      Double Sampling                           True
%      Enable Graphics                           True
%      Display Each Frame                        True
%      Free-Form Mesh                            False
%      Use Previous Good Data                    False
%      Display CRF Data                          True
%      Minimum Signal Requirement                 0 
%      Signal Quality Requirement                 0 
%      MAX Z Limit(mm)                            10000 
%      Enable Stand-By                           False
%      Internal Trigger                          True
%      Accumulate Data                           In Memory
%  Exposure Settings                             Auto
%      Maximun Extended-Exposure                 True
%          Extended Exposure Volume               1 
%  Sampling Timing:
%      Sampling Period(us)                        400 
%      Sequence Intermission Period(us)           21200 
%  Capture Process
%      Infinite Cycle                            True
%  User Preference
%      Playback Data Output Priority             Normal Speed
%      Bad Data Processing - Set to Zero         True
%      Treat Missing Data as Bad                 True
%      Timestamp Precision                       Keep Default(Full Timestamp)
%  Priority                                      Higher
%  Acceleration Limit                            False
%  Smoothing Filter                              True
%      Recursive                                 False
%      Weight of Data(n-3)                       0.0000
%      Weight of Data(n-2)                       0.0000
%      Weight of Data(n-1)                       0.0000
%      Weight of Current Data                    1.0000
%  Jumping Filter                                False
%
% Target ID versus Name table
% TCMID:LEDID   NAME
%  1 : 1 	Channel101                                        
%  1 : 2 	Channel102                                        
%  1 : 3 	Channel103                                        
%  1 : 4 	Channel104                                        
%  1 : 5 	Channel105                                        
%  1 : 6 	Channel106                                        
%  1 : 7 	Channel107                                        
%  1 : 8 	Channel108                                        
%  1 : 9 	Channel109                                        
%  1 : 10 	Channel110                                        
%  1 : 11 	Channel111                                        
%  1 : 12 	Channel112                                        
%
%  Frame data:
%      Status word:
%          0 ---------- BAD (or missing if<Treat Missing Data As Bad>)
%          1 ---------- GOOD
%         -1 ---------- MISSING
% [Status TCMID LEDID X(m) Y(m) Z(m) Timestamp(us)]
%Frame#1
1 1 3 .18 .54 2.16 11354090.0
1 1 4 .28 .78 2.21 11354490.0
1 1 5 .11 -.39 2.18 11354890.0
1 1 6 .43 .40 2.37 11355290.0
1 1 7 .61 .82 2.47 11355690.0
1 1 8 .72 .48 2.71 11356090.0
1 1 9 .30 -.55 2.46 11356490.0
0 1 10 .30 -.55 2.46 11356890.0
1 1 11 .54 .01 2.60 11357290.0
1 1 12 .62 .23 2.64 11357690.0
%Frame#395
0 1 1 .62 .23 2.64 11379290.0
0 1 2 .62 .23 2.64 11379690.0
0 1 3 .62 .23 2.64 11380090.0
0 1 4 .62 .23 2.64 11380490.0
0 1 5 .62 .23 2.64 11380890.0
0 1 6 .62 .23 2.64 11381290.0
0 1 7 .62 .23 2.64 11381690.0
0 1 8 .62 .23 2.64 11382090.0
0 1 9 .62 .23 2.64 11382490.0
0 1 10 .62 .23 2.64 11382890.0
0 1 11 .62 .23 2.64 11383290.0
0 1 12 .62 .23 2.64 11383690.0
%Frame#396
0 1 1 .62 .23 2.64 11405290.0
0 1 2 .62 .23 2.64 11405690.0
0 1 3 .62 .23 2.64 11406090.0
0 1 4 .62 .23 2.64 11406490.0
0 1 5 .62 .23 2.64 11406890.0
0 1 6 .62 .23 2.64 11407290.0
0 1 7 .62 .23 2.64 11407690.0
0 1 8 .62 .23 2.64 11408090.0
0 1 9 .62 .23 2.64 11408490.0
0 1 10 .62 .23 2.64 11408890.0
0 1 11 .62 .23 2.64 11409290.0
0 1 12 .62 .23 2.64 11409690.0
%Frame#397
0 1 1 .62 .23 2.64 11431290.0
0 1 2 .62 .23 2.64 11431690.0
0 1 3 .62 .23 2.64 11432090.0
0 1 4 .62 .23 2.64 11432490.0
0 1 5 .62 .23 2.64 11432890.0
0 1 6 .62 .23 2.64 11433290.0
0 1 7 .62 .23 2.64 11433690.0
0 1 8 .62 .23 2.64 11434090.0
0 1 9 .62 .23 2.64 11434490.0
0 1 10 .62 .23 2.64 11434890.0
0 1 11 .62 .23 2.64 11435290.0
0 1 12 .62 .23 2.64 11435690.0
%Frame#398
0 1 1 .62 .23 2.64 11457290.0
0 1 2 .62 .23 2.64 11457690.0
0 1 3 .62 .23 2.64 11458090.0
0 1 4 .62 .23 2.64 11458490.0
0 1 5 .62 .23 2.64 11458890.0
0 1 6 .62 .23 2.64 11459290.0
0 1 7 .62 .23 2.64 11459690.0
1 1 8 .73 .48 2.72 11460090.0
0 1 9 .73 .48 2.72 11460490.0
0 1 10 .73 .48 2.72 11460890.0
0 1 11 .73 .48 2.72 11461290.0
1 1 12 .62 .23 2.66 11461690.0
%Frame#399
0 1 1 .62 .23 2.66 11483290.0
0 1 2 .62 .23 2.66 11483690.0
0 1 3 .62 .23 2.66 11484090.0
0 1 4 .62 .23 2.66 11484490.0
0 1 5 .62 .23 2.66 11484890.0
0 1 6 .62 .23 2.66 11485290.0
0 1 7 .62 .23 2.66 11485690.0
1 1 8 .73 .48 2.72 11486090.0
1 1 9 .30 -.55 2.46 11486490.0
0 1 10 .30 -.55 2.46 11486890.0
0 1 11 .30 -.55 2.46 11487290.0
1 1 12 .62 .23 2.65 11487690.0
%Frame#400
0 1 1 .62 .23 2.65 11509290.0
0 1 2 .62 .23 2.65 11509690.0
0 1 3 .62 .23 2.65 11510090.0
1 1 4 .28 .78 2.21 11510490.0
0 1 5 .28 .78 2.21 11510890.0
1 1 6 .43 .39 2.36 11511290.0
1 1 7 .61 .82 2.47 11511690.0
1 1 8 .73 .48 2.72 11512090.0
1 1 9 .30 -.55 2.47 11512490.0
1 1 10 .44 -.23 2.54 11512890.0
1 1 11 .54 .01 2.60 11513290.0
1 1 12 .62 .23 2.66 11513690.0
%Frame#401
1 1 1 .43 .40 2.37 11535290.0
1 1 2 .61 .82 2.47 11535690.0
1 1 3 .73 .48 2.72 11536090.0
1 1 4 .30 -.55 2.46 11536490.0
1 1 5 .44 -.23 2.54 11536890.0
1 1 6 .54 .01 2.60 11537290.0
1 1 7 .62 .23 2.65 11537690.0
0 1 8 .62 .23 2.65 11538090.0
0 1 9 .62 .23 2.65 11538490.0
0 1 10 .62 .23 2.65 11538890.0
1 1 11 .28 .78 2.21 11539290.0
0 1 12 .28 .78 2.21 11539690.0
%Frame#402
0 1 1 .28 .78 2.21 11561290.0
0 1 2 .28 .78 2.21 11561690.0
0 1 3 .28 .78 2.21 11562090.0
0 1 4 .28 .78 2.21 11562490.0
0 1 5 .28 .78 2.21 11562890.0
1 1 6 .43 .39 2.37 11563290.0
1 1 7 .61 .82 2.46 11563690.0
1 1 8 .73 .48 2.71 11564090.0
1 1 9 .30 -.55 2.46 11564490.0
1 1 10 .44 -.23 2.54 11564890.0
1 1 11 .54 .01 2.60 11565290.0
1 1 12 .62 .23 2.65 11565690.0
%Frame#403
1 1 1 -.01 .08 2.05 11587290.0
0 1 2 -.01 .08 2.05 11587690.0
0 1 3 -.01 .08 2.05 11588090.0
1 1 4 .28 .78 2.21 11588490.0
1 1 5 .11 -.39 2.18 11588890.0
1 1 6 .43 .40 2.37 11589290.0
1 1 7 .61 .82 2.47 11589690.0
1 1 8 .73 .48 2.71 11590090.0
1 1 9 .30 -.55 2.46 11590490.0
1 1 10 .44 -.23 2.54 11590890.0
1 1 11 .54 .01 2.60 11591290.0
1 1 12 .62 .23 2.64 11591690.0
%Frame#404
1 1 1 -.01 .08 2.05 11613290.0
1 1 2 .09 .32 2.10 11613690.0
0 1 3 .09 .32 2.10 11614090.0
1 1 4 .28 .78 2.21 11614490.0
1 1 5 .11 -.39 2.18 11614890.0
1 1 6 .43 .40 2.37 11615290.0
1 1 7 .61 .82 2.47 11615690.0
1 1 8 .72 .48 2.71 11616090.0
1 1 9 .30 -.55 2.46 11616490.0
1 1 10 .44 -.23 2.54 11616890.0
1 1 11 .54 .01 2.60 11617290.0
1 1 12 .62 .23 2.64 11617690.0
%Frame#405
1 1 1 -.01 .08 2.05 11639290.0
1 1 2 .09 .32 2.10 11639690.0
1 1 3 .18 .54 2.16 11640090.0
1 1 4 .28 .78 2.21 11640490.0
1 1 5 .11 -.39 2.18 11640890.0
1 1 6 .43 .40 2.37 11641290.0
1 1 7 .61 .82 2.47 11641690.0
1 1 8 .72 .48 2.71 11642090.0
1 1 9 .30 -.55 2.46 11642490.0
1 1 10 .44 -.23 2.54 11642890.0
1 1 11 .54 .01 2.60 11643290.0
1 1 12 .62 .23 2.64 11643690.0
%Frame#406
1 1 1 -.01 .08 2.05 11665290.0
1 1 2 .09 .32 2.11 11665690.0
1 1 3 .18 .54 2.16 11666090.0
1 1 4 .28 .78 2.21 11666490.0
1 1 5 .11 -.39 2.18 11666890.0
1 1 6 .43 .40 2.37 11667290.0
1 1 7 .61 .82 2.47 11667690.0
1 1 8 .73 .48 2.71 11668090.0
1 1 9 .30 -.55 2.46 11668490.0
1 1 10 .44 -.23 2.54 11668890.0
1 1 11 .54 .01 2.60 11669290.0
1 1 12 .62 .23 2.65 11669690.0
%Frame#407
1 1 1 -.01 .08 2.05 11691290.0
1 1 2 .09 .32 2.10 11691690.0
1 1 3 .18 .54 2.16 11692090.0
1 1 4 .28 .78 2.21 11692490.0
1 1 5 .11 -.39 2.18 11692890.0
1 1 6 .43 .40 2.37 11693290.0
1 1 7 .61 .82 2.47 11693690.0
1 1 8 .72 .48 2.71 11694090.0
1 1 9 .30 -.55 2.46 11694490.0
1 1 10 .44 -.23 2.54 11694890.0
1 1 11 .54 .01 2.60 11695290.0
1 1 12 .62 .23 2.64 11695690.0
%Frame#408
1 1 1 -.01 .08 2.05 11717290.0
1 1 2 .09 .32 2.10 11717690.0
1 1 3 .18 .54 2.16 11718090.0
1 1 4 .28 .78 2.21 11718490.0
1 1 5 .11 -.39 2.18 11718890.0
1 1 6 .43 .40 2.37 11719290.0
1 1 7 .61 .82 2.47 11719690.0
1 1 8 .73 .48 2.71 11720090.0
1 1 9 .30 -.55 2.46 11720490.0
1 1 10 .44 -.23 2.54 11720890.0
1 1 11 .54 .01 2.60 11721290.0
1 1 12 .62 .23 2.64 11721690.0
%Frame#409
1 1 1 -.01 .08 2.05 11743290.0
1 1 2 .09 .32 2.10 11743690.0
1 1 3 .18 .54 2.16 11744090.0
1 1 4 .28 .78 2.21 11744490.0
1 1 5 .11 -.39 2.18 11744890.0
1 1 6 .43 .40 2.37 11745290.0
1 1 7 .61 .82 2.47 11745690.0
1 1 8 .72 .48 2.71 11746090.0
1 1 9 .30 -.55 2.46 11746490.0
1 1 10 .44 -.23 2.54 11746890.0
1 1 11 .54 .01 2.60 11747290.0
1 1 12 .62 .23 2.64 11747690.0
%Frame#410
1 1 1 -.01 .08 2.05 11769290.0
1 1 2 .09 .32 2.10 11769690.0
1 1 3 .18 .54 2.16 11770090.0
1 1 4 .28 .78 2.21 11770490.0
1 1 5 .11 -.39 2.18 11770890.0
1 1 6 .43 .40 2.37 11771290.0
1 1 7 .61 .82 2.47 11771690.0
1 1 8 .72 .48 2.71 11772090.0
1 1 9 .30 -.55 2.46 11772490.0
1 1 10 .44 -.23 2.54 11772890.0
1 1 11 .54 .01 2.60 11773290.0
1 1 12 .62 .23 2.64 11773690.0
%Frame#411
1 1 1 -.01 .08 2.05 11795290.0
1 1 2 .09 .32 2.10 11795690.0
1 1 3 .18 .54 2.16 11796090.0
1 1 4 .28 .78 2.21 11796490.0
1 1 5 .11 -.39 2.18 11796890.0
1 1 6 .43 .40 2.37 11797290.0
1 1 7 .61 .82 2.47 11797690.0
1 1 8 .72 .48 2.71 11798090.0
1 1 9 .30 -.55 2.46 11798490.0
1 1 10 .44 -.23 2.54 11798890.0
1 1 11 .54 .01 2.60 11799290.0
1 1 12 .62 .23 2.64 11799690.0
%Frame#412
1 1 1 -.01 .08 2.05 11821290.0
1 1 2 .09 .32 2.11 11821690.0
1 1 3 .18 .54 2.16 11822090.0
1 1 4 .28 .78 2.21 11822490.0
1 1 5 .11 -.39 2.18 11822890.0
1 1 6 .43 .40 2.37 11823290.0
1 1 7 .61 .82 2.47 11823690.0
1 1 8 .73 .48 2.71 11824090.0
1 1 9 .30 -.55 2.46 11824490.0
1 1 10 .44 -.23 2.54 11824890.0
1 1 11 .54 .01 2.60 11825290.0
1 1 12 .62 .23 2.64 11825690.0
%Frame#413
1 1 1 -.01 .08 2.05 11847290.0
1 1 2 .09 .32 2.10 11847690.0
1 1 3 .18 .54 2.16 11848090.0
1 1 4 .28 .78 2.21 11848490.0
1 1 5 .11 -.39 2.18 11848890.0
1 1 6 .43 .40 2.37 11849290.0
1 1 7 .61 .82 2.47 11849690.0
1 1 8 .73 .48 2.71 11850090.0
1 1 9 .30 -.55 2.46 11850490.0
1 1 10 .44 -.23 2.54 11850890.0
1 1 11 .54 .01 2.60 11851290.0
1 1 12 .62 .23 2.64 11851690.0
%Frame#414
1 1 1 -.01 .08 2.05 11873290.0
1 1 2 .09 .32 2.10 11873690.0
1 1 3 .18 .54 2.16 11874090.0
1 1 4 .28 .78 2.21 11874490.0
1 1 5 .11 -.39 2.18 11874890.0
1 1 6 .43 .40 2.37 11875290.0
1 1 7 .61 .82 2.47 11875690.0
1 1 8 .72 .48 2.71 11876090.0
1 1 9 .30 -.55 2.46 11876490.0
1 1 10 .44 -.23 2.54 11876890.0
1 1 11 .54 .01 2.60 11877290.0
1 1 12 .62 .23 2.64 11877690.0
%Frame#415
1 1 1 -.01 .08 2.05 11899290.0
1 1 2 .09 .32 2.10 11899690.0
1 1 3 .18 .54 2.16 11900090.0
1 1 4 .28 .78 2.21 11900490.0
1 1 5 .11 -.39 2.18 11900890.0
1 1 6 .43 .40 2.37 11901290.0
1 1 7 .61 .82 2.47 11901690.0
1 1 8 .72 .48 2.71 11902090.0
1 1 9 .30 -.55 2.46 11902490.0
1 1 10 .44 -.23 2.54 11902890.0
1 1 11 .54 .01 2.60 11903290.0
1 1 12 .62 .23 2.64 11903690.0
%Frame#416
1 1 1 -.01 .08 2.05 11925290.0
1 1 2 .09 .32 2.10 11925690.0
1 1 3 .18 .54 2.16 11926090.0
1 1 4 .28 .78 2.21 11926490.0
1 1 5 .11 -.39 2.18 11926890.0
1 1 6 .43 .40 2.37 11927290.0
1 1 7 .61 .82 2.47 11927690.0
1 1 8 .73 .48 2.71 11928090.0
1 1 9 .30 -.55 2.46 11928490.0
1 1 10 .44 -.23 2.54 11928890.0
1 1 11 .54 .01 2.60 11929290.0
1 1 12 .62 .23 2.64 11929690.0
%Frame#417
1 1 1 -.01 .08 2.05 11951290.0
1 1 2 .09 .32 2.10 11951690.0
1 1 3 .18 .54 2.16 11952090.0
1 1 4 .28 .78 2.21 11952490.0
1 1 5 .11 -.39 2.18 11952890.0
1 1 6 .43 .40 2.37 11953290.0
1 1 7 .61 .82 2.47 11953690.0
1 1 8 .73 .48 2.71 11954090.0
1 1 9 .30 -.55 2.46 11954490.0
1 1 10 .44 -.23 2.54 11954890.0
1 1 11 .54 .01 2.60 11955290.0
1 1 12 .62 .23 2.64 11955690.0
%Frame#418
1 1 1 .28 .79 2.22 11977290.0
1 1 2 .11 -.39 2.18 11977690.0
1 1 3 .43 .40 2.37 11978090.0
1 1 4 .61 .82 2.47 11978490.0
1 1 5 .73 .48 2.72 11978890.0
1 1 6 .30 -.55 2.46 11979290.0
1 1 7 .44 -.23 2.54 11979690.0
0 1 8 .44 -.23 2.54 11980090.0
1 1 9 .62 .23 2.65 11980490.0
0 1 10 .62 .23 2.65 11980890.0
0 1 11 .62 .23 2.65 11981290.0
0 1 12 .62 .23 2.65 11981690.0
%Frame#419
0 1 1 .62 .23 2.65 12003290.0
0 1 2 .62 .23 2.65 12003690.0
1 1 3 .18 .54 2.16 12004090.0
1 1 4 .28 .78 2.21 12004490.0
0 1 5 .28 .78 2.21 12004890.0
0 1 6 .28 .78 2.21 12005290.0
1 1 7 .61 .82 2.47 12005690.0
1 1 8 .73 .48 2.71 12006090.0
1 1 9 .30 -.55 2.46 12006490.0
1 1 10 .44 -.23 2.54 12006890.0
1 1 11 .54 .01 2.60 12007290.0
1 1 12 .62 .23 2.65 12007690.0
%Frame#420
0 1 1 .62 .23 2.65 12029290.0
1 1 2 .09 .32 2.10 12029690.0
1 1 3 .18 .54 2.16 12030090.0
1 1 4 .28 .78 2.21 12030490.0
0 1 5 .28 .78 2.21 12030890.0
1 1 6 .43 .40 2.37 12031290.0
1 1 7 .61 .82 2.47 12031690.0
1 1 8 .72 .48 2.71 12032090.0
1 1 9 .30 -.55 2.46 12032490.0
1 1 10 .44 -.23 2.54 12032890.0
1 1 11 .54 .01 2.60 12033290.0
1 1 12 .62 .23 2.65 12033690.0
%Frame#421
0 1 1 .62 .23 2.65 12055290.0
1 1 2 .09 .32 2.10 12055690.0
1 1 3 .18 .54 2.16 12056090.0
1 1 4 .28 .78 2.21 12056490.0
0 1 5 .28 .78 2.21 12056890.0
1 1 6 .43 .40 2.37 12057290.0
1 1 7 .61 .82 2.47 12057690.0
1 1 8 .73 .48 2.71 12058090.0
1 1 9 .30 -.55 2.46 12058490.0
1 1 10 .44 -.23 2.54 12058890.0
1 1 11 .54 .01 2.60 12059290.0
1 1 12 .62 .23 2.64 12059690.0
%Frame#422
1 1 1 -.01 .08 2.05 12081290.0
1 1 2 .09 .32 2.10 12081690.0
1 1 3 .18 .54 2.16 12082090.0
1 1 4 .28 .78 2.21 12082490.0
1 1 5 .11 -.39 2.18 12082890.0
1 1 6 .43 .40 2.37 12083290.0
1 1 7 .61 .82 2.47 12083690.0
1 1 8 .73 .48 2.71 12084090.0
1 1 9 .30 -.55 2.46 12084490.0
1 1 10 .44 -.23 2.54 12084890.0
1 1 11 .54 .01 2.60 12085290.0
1 1 12 .62 .23 2.64 12085690.0
%Frame#423
1 1 1 -.01 .08 2.05 12107290.0
1 1 2 .09 .32 2.10 12107690.0
1 1 3 .18 .54 2.16 12108090.0
1 1 4 .28 .78 2.21 12108490.0
1 1 5 .11 -.39 2.18 12108890.0
1 1 6 .43 .40 2.37 12109290.0
1 1 7 .61 .82 2.47 12109690.0
1 1 8 .73 .48 2.71 12110090.0
1 1 9 .30 -.55 2.46 12110490.0
1 1 10 .44 -.23 2.54 12110890.0
1 1 11 .54 .01 2.60 12111290.0
1 1 12 .62 .23 2.64 12111690.0
%Frame#424
1 1 1 -.01 .08 2.05 12133290.0
1 1 2 .09 .32 2.10 12133690.0
1 1 3 .18 .54 2.16 12134090.0
1 1 4 .28 .78 2.21 12134490.0
1 1 5 .11 -.39 2.18 12134890.0
1 1 6 .43 .40 2.37 12135290.0
1 1 7 .61 .82 2.47 12135690.0
1 1 8 .72 .48 2.71 12136090.0
1 1 9 .30 -.55 2.46 12136490.0
1 1 10 .44 -.23 2.54 12136890.0
1 1 11 .54 .01 2.60 12137290.0
1 1 12 .62 .23 2.64 12137690.0
%Frame#425
1 1 1 -.01 .08 2.05 12159290.0
1 1 2 .09 .32 2.10 12159690.0
1 1 3 .18 .54 2.16 12160090.0
1 1 4 .28 .78 2.21 12160490.0
1 1 5 .11 -.39 2.18 12160890.0
1 1 6 .43 .40 2.37 12161290.0
1 1 7 .61 .82 2.47 12161690.0
1 1 8 .72 .48 2.71 12162090.0
1 1 9 .30 -.55 2.46 12162490.0
1 1 10 .44 -.23 2.54 12162890.0
1 1 11 .54 .01 2.60 12163290.0
1 1 12 .62 .23 2.64 12163690.0
%Frame#426
1 1 1 -.01 .08 2.05 12185290.0
1 1 2 .09 .32 2.10 12185690.0
1 1 3 .18 .54 2.16 12186090.0
1 1 4 .28 .78 2.21 12186490.0
1 1 5 .11 -.39 2.18 12186890.0
1 1 6 .43 .40 2.37 12187290.0
1 1 7 .61 .82 2.47 12187690.0
1 1 8 .72 .48 2.71 12188090.0
1 1 9 .30 -.55 2.46 12188490.0
1 1 10 .44 -.23 2.54 12188890.0
1 1 11 .54 .01 2.60 12189290.0
1 1 12 .62 .23 2.64 12189690.0
%Frame#427
1 1 1 -.01 .08 2.05 12211290.0
1 1 2 .09 .32 2.10 12211690.0
1 1 3 .18 .54 2.16 12212090.0
1 1 4 .28 .78 2.21 12212490.0
1 1 5 .11 -.39 2.18 12212890.0
1 1 6 .43 .40 2.37 12213290.0
1 1 7 .61 .82 2.47 12213690.0
1 1 8 .73 .48 2.71 12214090.0
1 1 9 .30 -.55 2.46 12214490.0
1 1 10 .44 -.23 2.54 12214890.0
1 1 11 .54 .01 2.60 12215290.0
1 1 12 .62 .23 2.64 12215690.0
%Frame#428
1 1 1 .28 .79 2.22 12237290.0
1 1 2 .11 -.39 2.18 12237690.0
1 1 3 .43 .40 2.37 12238090.0
1 1 4 .61 .82 2.47 12238490.0
1 1 5 .73 .48 2.72 12238890.0
1 1 6 .30 -.55 2.46 12239290.0
1 1 7 .44 -.23 2.54 12239690.0
0 1 8 .44 -.23 2.54 12240090.0
1 1 9 .62 .23 2.65 12240490.0
0 1 10 .62 .23 2.65 12240890.0
0 1 11 .62 .23 2.65 12241290.0
0 1 12 .62 .23 2.65 12241690.0
%Frame#429
0 1 1 .62 .23 2.65 12263290.0
0 1 2 .62 .23 2.65 12263690.0
1 1 3 .18 .54 2.16 12264090.0
1 1 4 .28 .78 2.21 12264490.0
0 1 5 .28 .78 2.21 12264890.0
0 1 6 .28 .78 2.21 12265290.0
1 1 7 .61 .82 2.47 12265690.0
1 1 8 .73 .48 2.71 12266090.0
1 1 9 .30 -.55 2.46 12266490.0
1 1 10 .44 -.23 2.54 12266890.0
1 1 11 .54 .01 2.60 12267290.0
1 1 12 .62 .23 2.65 12267690.0
%Frame#430
0 1 1 .62 .23 2.65 12289290.0
0 1 2 .62 .23 2.65 12289690.0
0 1 3 .62 .23 2.65 12290090.0
0 1 4 .62 .23 2.65 12290490.0
0 1 5 .62 .23 2.65 12290890.0
0 1 6 .62 .23 2.65 12291290.0
0 1 7 .62 .23 2.65 12291690.0
0 1 8 .62 .23 2.65 12292090.0
0 1 9 .62 .23 2.65 12292490.0
0 1 10 .62 .23 2.65 12292890.0
0 1 11 .62 .23 2.65 12293290.0
0 1 12 .62 .23 2.65 12293690.0
%Frame#431
0 1 1 .62 .23 2.65 12315290.0
0 1 2 .62 .23 2.65 12315690.0
0 1 3 .62 .23 2.65 12316090.0
0 1 4 .62 .23 2.65 12316490.0
0 1 5 .62 .23 2.65 12316890.0
0 1 6 .62 .23 2.65 12317290.0
0 1 7 .62 .23 2.65 12317690.0
0 1 8 .62 .23 2.65 12318090.0
0 1 9 .62 .23 2.65 12318490.0
0 1 10 .62 .23 2.65 12318890.0
0 1 11 .62 .23 2.65 12319290.0
0 1 12 .62 .23 2.65 12319690.0
%Frame#432
1 1 1 -.01 .08 2.05 12341290.0
0 1 2 -.01 .08 2.05 12341690.0
0 1 3 -.01 .08 2.05 12342090.0
0 1 4 -.01 .08 2.05 12342490.0
0 1 5 -.01 .08 2.05 12342890.0
0 1 6 -.01 .08 2.05 12343290.0
0 1 7 -.01 .08 2.05 12343690.0
1 1 8 .73 .48 2.71 12344090.0
0 1 9 .73 .48 2.71 12344490.0
0 1 10 .73 .48 2.71 12344890.0
0 1 11 .73 .48 2.71 12345290.0
0 1 12 .73 .48 2.71 12345690.0
%Frame#433
1 1 1 -.01 .08 2.05 12367290.0
0 1 2 -.01 .08 2.05 12367690.0
0 1 3 -.01 .08 2.05 12368090.0
0 1 4 -.01 .08 2.05 12368490.0
0 1 5 -.01 .08 2.05 12368890.0
0 1 6 -.01 .08 2.05 12369290.0
0 1 7 -.01 .08 2.05 12369690.0
1 1 8 .73 .48 2.72 12370090.0
0 1 9 .73 .48 2.72 12370490.0
0 1 10 .73 .48 2.72 12370890.0
0 1 11 .73 .48 2.72 12371290.0
1 1 12 .62 .23 2.65 12371690.0
%Frame#434
1 1 1 -.01 .08 2.05 12393290.0
0 1 2 -.01 .08 2.05 12393690.0
0 1 3 -.01 .08 2.05 12394090.0
0 1 4 -.01 .08 2.05 12394490.0
0 1 5 -.01 .08 2.05 12394890.0
0 1 6 -.01 .08 2.05 12395290.0
0 1 7 -.01 .08 2.05 12395690.0
1 1 8 .73 .48 2.72 12396090.0
1 1 9 .30 -.55 2.46 12396490.0
0 1 10 .30 -.55 2.46 12396890.0
0 1 11 .30 -.55 2.46 12397290.0
1 1 12 .62 .23 2.65 12397690.0
%Frame#435
1 1 1 -.01 .08 2.05 12419290.0
0 1 2 -.01 .08 2.05 12419690.0
0 1 3 -.01 .08 2.05 12420090.0
1 1 4 .28 .78 2.21 12420490.0
0 1 5 .28 .78 2.21 12420890.0
0 1 6 .28 .78 2.21 12421290.0
1 1 7 .61 .82 2.47 12421690.0
1 1 8 .73 .48 2.72 12422090.0
1 1 9 .30 -.55 2.47 12422490.0
1 1 10 .43 -.23 2.54 12422890.0
1 1 11 .54 .01 2.60 12423290.0
1 1 12 .62 .23 2.66 12423690.0
%Frame#436
1 1 1 .28 .79 2.22 12445290.0
0 1 2 .28 .79 2.22 12445690.0
1 1 3 .43 .40 2.37 12446090.0
1 1 4 .61 .82 2.47 12446490.0
1 1 5 .73 .48 2.72 12446890.0
1 1 6 .30 -.55 2.46 12447290.0
1 1 7 .44 -.23 2.54 12447690.0
0 1 8 .44 -.23 2.54 12448090.0
1 1 9 .62 .23 2.66 12448490.0
0 1 10 .62 .23 2.66 12448890.0
0 1 11 .62 .23 2.66 12449290.0
0 1 12 .62 .23 2.66 12449690.0
%Frame#437
0 1 1 .62 .23 2.66 12471290.0
0 1 2 .62 .23 2.66 12471690.0
1 1 3 .18 .54 2.15 12472090.0
1 1 4 .28 .78 2.21 12472490.0
0 1 5 .28 .78 2.21 12472890.0
0 1 6 .28 .78 2.21 12473290.0
1 1 7 .61 .82 2.47 12473690.0
1 1 8 .73 .48 2.71 12474090.0
0 1 9 .73 .48 2.71 12474490.0
1 1 10 .44 -.23 2.54 12474890.0
1 1 11 .54 .01 2.60 12475290.0
1 1 12 .62 .23 2.65 12475690.0
%Frame#438
0 1 1 .62 .23 2.65 12497290.0
1 1 2 .09 .32 2.10 12497690.0
1 1 3 .18 .54 2.16 12498090.0
1 1 4 .28 .78 2.21 12498490.0
0 1 5 .28 .78 2.21 12498890.0
1 1 6 .43 .40 2.37 12499290.0
1 1 7 .61 .82 2.47 12499690.0
1 1 8 .73 .48 2.71 12500090.0
0 1 9 .73 .48 2.71 12500490.0
1 1 10 .44 -.23 2.54 12500890.0
1 1 11 .54 .01 2.60 12501290.0
1 1 12 .62 .23 2.64 12501690.0
%Frame#439
1 1 1 -.01 .08 2.05 12523290.0
1 1 2 .09 .32 2.10 12523690.0
1 1 3 .18 .54 2.16 12524090.0
1 1 4 .28 .78 2.21 12524490.0
0 1 5 .28 .78 2.21 12524890.0
1 1 6 .43 .40 2.37 12525290.0
1 1 7 .61 .82 2.47 12525690.0
1 1 8 .73 .48 2.71 12526090.0
1 1 9 .30 -.55 2.46 12526490.0
1 1 10 .44 -.23 2.54 12526890.0
1 1 11 .54 .01 2.60 12527290.0
1 1 12 .62 .23 2.64 12527690.0
%Frame#440
1 1 1 -.01 .08 2.05 12549290.0
1 1 2 .09 .32 2.11 12549690.0
